PROJ.4 +proj=utm +zone=29 +ellps=WGS84 +datum=WGS84 +units=m +no_defs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Name,Population,X,Y,COUNTY_08,DIST_08,CLAN_08,DEMAND_MW,HOSP_MAIN_LOC,HOSP_ALT-NAME,Clinics,ClinDem,HC,HCDem,SumHlthDem,Pri_Schools,PriSchDem,Sec_Schools,SecSchDem,Both_PriSec,BothPriSecDem,SumEduDem,demand (household) > target household penetration rate,FullProdDem,demand (productive) > projected productive demand,demand (social infrastructure) > projected health facility demand per year,demand (social infrastructure) > projected education facility demand per year
Settlement,Devongbin,1061,524554.5562,783884.8067,Nimba,Gbor,Gbor,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gblehyee,1061,496744,776670,Nimba,Meinpea-Mahn,Slappa,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Damballa (A),1059,248029,789458,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,1,12500,12500,1,250,0,0,0,0,250,0.3,0,0,54024.27969,606.8156178
Settlement,Duowin,1059,524477,775630,Nimba,Zoe-Gbao,Gbao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kayata,1058,439642.6002,791626.2594,Bong,Suakoko,Kporyorqu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,S.R.C. Camp I,1056,375249.8019,735553.3175,Margibi,Kakata,Dinnita,,,,0,0,1,12500,12500,0,0,0,0,0,0,0,0.3,0,0,54024.27969,0
Settlement,Central Davoryee,1056,527114,815977,Nimba,Sanniquellie Mahn,Gboa,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Dahnpa,1056,493117,723526,Nimba,Yarwein Mehnsonnoh,Blinlon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kamatahun (A),1055,357152.2273,899896.3228,Lofa,Kolahun,Hassala,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Botota,1054,458784,735333,Bong,Tukpahblee,Soel,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Sosmoilahun Town (A),1054,372857.6575,913574.9436,Lofa,Kolahun,Wanwoma,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Produken,1053,612671,582389,River Gee,Gbeapo,Duwalaken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Wartiken,1052,646960,534402,Maryland,Karluway#1,Gedebo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nye-wissiken,1052,650869,523445,Maryland,Karluway#2,Nyewraken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Lontuo(Central),1052,569660,773644.1595,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gold Camp (A),1049,302631.6383,789258.583,Grand Cape Mount,Golakonneh,Laar,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbanwea,1049,567280.4242,757991.6468,Nimba,Buu-Yao,Nyor-Diabarlor,,,,0,0,0,0,0,1,250,1,500,0,0,750,0.3,0,0,0,1820.446853
Settlement,Mbejquah,1047,469221.0974,791028.455,Bong,Zota,Gwilapolu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sarlay,1046,543596,752235,Nimba,Boe & Quilla,Sarlay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Pounken,1045,644021,527051,Maryland,Karluway#2,Wlebo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kulukar,1043,420776.6239,934181.3394,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gboyea,1036,439015.0563,829688.9887,Lofa,Salayea,Gbarlin,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Wuluken,1034,641378,525392,Maryland,Karluway#2,Wlebo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Geebio,1033,586016,617625,Grand Gedeh,Putu,Bio Wiah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 43 Coordinate,1033,353164.2187,700350.3125,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Guotoin,1029,488007,745656,Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Wutuken,1024,627616,548641,Maryland,Nyorken,Gbitofla-fla,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Moipa Ta,1016,399410.3084,746790.8627,Bong,Salala,Konowolol,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Zebay,1013,478113,765094,Bong,Kpaai,Waytuah,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Division 28 Cubic Camp 1,1006,352635.0666,710253.2261,Margibi,Firestone,Firestone,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Garwonpa,1005,509586.4986,758106.7535,Nimba,Wee-Gbehyi-Mahn,Borpea,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Barkar Junction,1004,252086,764685,Grand Cape Mount,Garwula,Gion,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Handii,1003,346871,761856,Bong,Fuamah,Dobli,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Rock Town,1002,635083,485995,Maryland,Harper,Rock Town,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Zai,1001,577958,684489,Grand Gedeh,Cavala,Gborbo,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Barwonkpo New Town,998,562591,540713,Grand Kru,Bolloh,Karlakpo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sayu-O,995,642752,634010,Grand Gedeh,Glio-Twarbo,Nenebo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gomahplay,994,569104,764470,Nimba,Buu-Yao,Nyor,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Geeken,994,616037,595297,River Gee,Chedepo,Wropaken,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gbon,992,650877,518620,Maryland,Karluway#2,Yederobo,,,,0,0,0,0,0,3,750,0,0,0,0,750,0.3,0,0,0,1820.446853
Settlement,Cocopa Camp 6,991,519274,788765,Nimba,Leewehpea-Mahn,Siateh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division Nusary Camp,987,337338.6669,704863.3997,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Maoh,982,541591,806991,Nimba,Yarpea Mahn,Gbein,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbormieplay,981,536521,770004,Nimba,Zoe-Gbao,Zoe,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpalla-Bible College,980,301977.054,710908.9027,Montserra,St. Paul River,Kpalla,,,,0,0,0,0,0,2,500,2,1000,2,1200,2700,0.3,0,0,0,6553.608672
Settlement,Mahnplay,979,554161,768495,Nimba,Buu-Yao,Wea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Yekepa-Barpa,979,548687,838151,Nimba,Yarmein,Gbeleyee,,,,0,0,0,0,0,2,500,1,500,1,600,1600,0.3,0,0,0,3883.619954
Settlement,Sahnpa,976,497743,722908,Nimba,Yarwein Mehnsonnoh,Blinlon,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Gbonwea (Old Town),971,552881.4668,785480.7361,Nimba,Twan River,Lower-Gbei,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Larwelle I,967,464532.1007,819211.3798,Bong,Zota,Upper Kpa,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bendaja (B),962,252225,792564,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Pouh Town,961,565988.1505,688394.578,Grand Gedeh,Gbao,Wromel,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Lukasu,959,362851.9829,890205.9774,Lofa,Kolahun,Lukasu,,,,0,0,1,12500,12500,1,250,0,0,0,0,250,0.3,0,0,54024.27969,606.8156178
Settlement,Gbonota,955,413741,786274,Bong,Sanoyeah,Menquelle,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Bouannay,955,572219,772204,Nimba,Twan River,Loe-Gbao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gotowin,954,531557,795011,Nimba,Yarpea Mahn,Kpayee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Dolowelyzon,950,586845,670511,Grand Gedeh,Cavala,Gorbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Polar,950,548113,680889,Grand Gedeh,Gbao,Marbo #2,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Tiaplay,950,562132,777407,Nimba,Buu-Yao,Vanwea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Tiene,946,244484.1517,770651.0453,Grand Cape Mount,Tewor,Fahnbulleh D,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Pynestown,943,566322.2137,629555.9782,Sinoe,Pynes Town,Kabadah,,,,0,0,1,12500,12500,0,0,0,0,1,600,600,0.3,0,0,54024.27969,1456.357483
Settlement,Manbor,941,551106.1824,800644.4448,Nimba,Gbehlay-Geh,Gbehlay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Beletanda I,939,406856,789138,Bong,Sanoyeah,Nyallie,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Fish Town,939,630192,488792,Maryland,Harper,Fish  Town,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Lowoma,937,387264,847369,Gbarpolu,Belleh,Lobarsu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Wuo's,937,503646,800029,Nimba,Garr-Bain,Garr,,,,1,2000,0,0,2000,1,250,0,0,3,1800,2050,0.3,0,0,8643.88475,4975.888066
Settlement,Yowee,936,465662.8303,793922.7661,Bong,Zota,Gwilapolu,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Katoplay New Town,936,550761,776060,Nimba,Buu-Yao,Wea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Zahnglesonaa,935,507690,770408,Nimba,Leewehpea-Mahn,Yarpea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Bassa,934,335538,707634,Montserra,Careysburg,Careyburg City,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Richard Henry,931,451910,779609,Bong,Jorquelleh,Jorpolu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyarlay,926,558679.2932,769546.7414,Nimba,Buu-Yao,Yao-Kwahkerlah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Voogbadee,924,551144,639586,Sinoe,Seekon,Voogbadee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Elizabeth Collinsvill,923,601036.3711,514567.6793,Grand Kru,Grand Cess Wedabo,Zoloken,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Daplorken,922,629479.8623,500121.2833,Grand Kru,Garraway,Upper Nimiah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yedieken,922,648311,517174,Maryland,Karluway#2,Yederobo,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Yarpa,922,432314.7808,632503.0678,Rivercess,Norwein,Wheasayn,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gatema,919,383823,850803,Gbarpolu,Belleh,Lobarsu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Warkpo(Wasswa City),919,565072,551420,Grand Kru,Bolloh,Warsweh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kogbemai,918,415271,940479,Lofa,Voinjama,Upper Workor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Glee #8,917,339043,712102,Montserra,Careysburg,Kingsville Township,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Baylehglay,917,543917,787546,Nimba,Zoe-Gbao,Zean,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Gouwarma,916,395461,856384,Gbarpolu,Belleh,Lobarsu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Division 30,914,361072.5432,713200.5079,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Yenkpalah,914,482757.6901,772207.9085,Nimba,Meinpea-Mahn,Meinboyee,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Teahzaygbeplay,911,573879,789097,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Laketa,910,350450.4653,734327.1345,Margibi,Kakata,Waymaquelleh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbojay,908,312845,736435,Bomi,Suehn Mecca,Gbojay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Yeaplay,908,563602,813916,Nimba,Gbehlay-Geh,Lan-Kao,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Beipa,907,498280,785142,Nimba,Meinpea-Mahn,Slappa,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Galai,906,468177,777968,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Boniken,905,645915,513661,Maryland,Karluway#2,Kanbo,,,,1,2000,0,0,2000,0,0,0,0,2,1200,1200,0.3,0,0,8643.88475,2912.714965
Settlement,Moulton Corner,904,303205.3564,710882.0139,Montserra,St. Paul River,Vonzon,,,,0,0,0,0,0,1,250,0,0,2,1200,1450,0.3,0,0,0,3519.530583
Settlement,Zarsonnoh,901,496651,782212,Nimba,Meinpea-Mahn,Slappa,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Wlowen,900,632654,512044,Maryland,Karluway#2,Benwen,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Rlantuo,895,541887,778824,Nimba,Gbor,Duobehyee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sueh,885,311317,731836,Bomi,Suehn Mecca,Gbor,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Cocopa Camp I,883,513942.9106,782405.1397,Nimba,Leewehpea-Mahn,Siateh,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Cocopa Camp 7,883,515987.6373,788754.6502,Nimba,Leewehpea-Mahn,Siateh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Karyee,881,493562.8767,740960.6219,Nimba,Yarwein Mehnsonnoh,Zehnla,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Yila,880,486683,759098,Bong,Kpaai,Wolota,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Dewoblee,876,550752,731531,Nimba,Kparblee,Gayea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Massalay,873,336207,815121,Gbarpolu,Gbarma,Yangaya,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Marsital City2,873,346608.8507,679938.4623,Margibi,Mambah Kaba,Marshall City,,,,0,0,1,12500,12500,1,250,0,0,1,600,850,0.3,0,0,54024.27969,2063.173101
Settlement,Jaytoken,872,614170,581094,River Gee,Gbeapo,Geeken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Central Kingsville,871,337217.9869,710340.4774,Montserra,Careysburg,Kingsville Township,,,,1,2000,0,0,2000,2,500,0,0,1,600,1100,0.3,0,0,8643.88475,2669.988718
Settlement,Kpakolokoyah,870,371877.0556,743238.2445,Bong,Salala,Nyaporque,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Dangalahun I,870,351215,898925,Lofa,Kolahun,Hassala,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kaipa,870,496668,732203,Nimba,Yarwein Mehnsonnoh,Zehnla,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Samodu,869,427439,923567,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Yarwobah Village,868,448798.0198,845258.6888,Lofa,Salayea,Vavala,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gmagmakpo,866,572057,561856,Sinoe,Bodae,Gmagmakpo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Big Geveh,865,322089,751266,Bomi,Suehn Mecca,Upper Mec,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bearlay,865,560157,760144,Nimba,Buu-Yao,Yao-Kwahkerlah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Dweaken,865,612354,580395,River Gee,Gbeapo,Geeken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jarwodee,864,544282,675763,Grand Gedeh,Gbao,Neezonnie #1,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Big Kpaja,863,348167.9786,695496.3723,Margibi,Mambah Kaba,Charsville,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Yeala,860,456237,864964,Lofa,Zorzor,Gizima,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Picnicess City,857,578330.9341,510308.4311,Grand Kru,Barclayville,Kpoh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kwendin,856,505848.3754,712969.1586,Nimba,Yarwein Mehnsonnoh,Blinlon,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Slasliwahn,856,608480.7099,578601.8046,River Gee,Gbeapo,Saykliken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Teikei,855,406448,848476,Gbarpolu,Belleh,Lobarsu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Fonor,853,295835,757002,Bomi,Senjeh,Manoah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gaya,853,386073.6924,748163.7917,Bong,Salala,Kpartolee,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Fonnor,853,272540,813538,Grand Cape Mount,Porkpa,Sokpo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Boway,852,606052.9714,691892.0194,Grand Gedeh,Cavala,Niao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gortiken,852,612887,551624,Maryland,Whojah,Ganijah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Lampa,852,510428,781753,Nimba,Leewehpea-Mahn,Siateh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbao-Ta,851,456136.1647,774146.3428,Bong,Jorquelleh,Behquelle,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Barcon,848,308104,718404,Montserra,St. Paul River,Barcon,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Nyansin New,846,514270,762037,Nimba,Wee-Gbehyi-Mahn,Wee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gboleken,845,595966,675335,Grand Gedeh,Tchien,Tchien Menyea,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Konia,845,440409,880023,Lofa,Zorzor,Zeayeama,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Sumo,844,309131,734456,Bomi,Suehn Mecca,Gbojay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mandina (B),844,271949,743057,Grand Cape Mount,Garwula,Manobalah A,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbangai (A),844,253858.5126,794733.065,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,S. R. C. Camp III,844,377576.3141,734664.5787,Margibi,Kakata,Dinnita,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gungbe-ta,841,379225,802470,Gbarpolu,Bokomu,Upper Bok,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Golata,840,406532,842644,Gbarpolu,Belleh,Lobarsu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Weilor Town A,839,242973.5972,774704.5065,Grand Cape Mount,Tewor,Passawe,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Prince Wallace Estate,839,344537.1766,692302.854,Margibi,Mambah Kaba,Kpaye,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Juejuah Town,838,258553,802829,Grand Cape Mount,Porkpa,Kposo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbao#1,837,315493.2739,739037.5905,Bomi,Suehn Mecca,Gbojay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyouken,837,600546,573451,River Gee,Nanee,Meyan,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbarkagborquoita A,835,382734,804598,Gbarpolu,Bokomu,Upper Bok,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Loe Lay,835,552805.6193,801276.6854,Nimba,Gbehlay-Geh,Gbehlay,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Tinyee,834,481356,776219,Nimba,Meinpea-Mahn,Meinboyee,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Division 41,832,356056.4162,704703.0458,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Larpea # 2,832,561310,805341,Nimba,Gbehlay-Geh,Gbehlay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gborplay,832,576488.9121,780736.9252,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Doodwicken,828,548129,572248,Sinoe,Jeadepo,Sarpo,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Garduor,825,449264,709093,Grand Bassa,District # 3,Pay-U-Way,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Yreah,825,517149,721189,Nimba,Doe,Gbear,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gayah Hill,824,288806.4297,747751.9422,Bomi,Senjeh,Zerpeh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bohn Town,824,416170.537,729496.0291,Grand Bassa,District # 2,Chan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Wropluken,823,592461,546511,Grand Kru,Gee,Tarken,,,,0,0,0,0,0,2,500,0,0,1,600,1100,0.3,0,0,0,2669.988718
Settlement,Little Liberia Town,823,430298.8742,619865.8902,Rivercess,Fen River,Garyea Zohn,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Saygbeken,820,593450,594779,Sinoe,Jeadepo,Surwoloh,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Paris,820,473567.18,579938.2565,Sinoe,Sanquin Dist#2,Central Tarsue,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Beaden,819,345840,830950,Gbarpolu,Koninga,Zuie,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbei Bonnah,818,561404.362,792858.6114,Nimba,Twan River,Upper-Gbei,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
