PROJ.4 +proj=utm +zone=29 +ellps=WGS84 +datum=WGS84 +units=m +no_defs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Name,Population,X,Y,COUNTY_08,DIST_08,CLAN_08,DEMAND_MW,HOSP_MAIN_LOC,HOSP_ALT-NAME,Clinics,ClinDem,HC,HCDem,SumHlthDem,Pri_Schools,PriSchDem,Sec_Schools,SecSchDem,Both_PriSec,BothPriSecDem,SumEduDem,demand (household) > target household penetration rate,FullProdDem,demand (productive) > projected productive demand,demand (social infrastructure) > projected health facility demand per year,demand (social infrastructure) > projected education facility demand per year
Settlement,Fassawolo,689,382662,927786,Lofa,Kolahun,Tahamba,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Bulor,688,431159,913714,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Old Government camp-Diyankpo,688,562266.1526,556725.4263,Sinoe,Bokon,Gbarta,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Blaiken,687,615185,602695,River Gee,Chedepo,Krosoken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tarkpoima,686,314824,792936,Gbarpolu,Gbarma,Yangaya,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Division 5 New Camp,685,344130,700696,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbesseh (A),684,242373.7966,767488.627,Grand Cape Mount,Tewor,Fahnbulleh D,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Ganwee,683,500559,745203,Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kainakai,682,420552,703329,Grand Bassa,District # 3,Dohnwein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Whipa,681,507465,803076,Nimba,Garr-Bain,Garr,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Mano Gleh,680,257833,791158,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Zoryeah,679,468627.6791,667772.082,Rivercess,Jo River,Sawpue,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Leleh,678,463664.9535,759215.8656,Bong,Jorquelleh,Sheansue,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbeyanka,678,398535,850917,Gbarpolu,Belleh,Lobarsu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Karwin,678,531321,791480,Nimba,Yarpea Mahn,Gbayee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Alasala,677,308784,728021,Bomi,Suehn Mecca,Gbor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Zawordamai,677,395087,920580,Lofa,Voinjama,Lower Workor,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Buttein,677,512693,775473,Nimba,Leewehpea-Mahn,Leepea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Klehn,676,461708,725936,Grand Bassa,District # 3,Norwein,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Loyee,676,519767,760024,Nimba,Wee-Gbehyi-Mahn,Wee,,,,0,0,0,0,0,3,750,0,0,1,600,1350,0.3,0,0,0,3276.804336
Settlement,Guie Town,675,295583.7925,747368.2898,Bomi,Klay,Manna,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kiatiahun (A),675,367030.9062,902097.4781,Lofa,Kolahun,Hassala,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Kayweah,674,459448,581000,Sinoe,Sanquin Dist# 3,Tuo,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gondor Town,673,303993.8894,795491.3745,Grand Cape Mount,Golakonneh,Laar,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Phebe Hosptial Compund,672,438936.0721,776871.9816,Bong,Suakoko,Suakoko,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Kpayglay,672,529093,783814,Nimba,Gbor,Kerbaye,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Pasolahun,671,375468.449,881137.4875,Lofa,Kolahun,Hembeh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Whayee,670,531541,691100,Grand Gedeh,Gboe-Ploe,Joezon,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bao,669,654893.3745,648138.5658,Grand Gedeh,Glio-Twarbo,Gboawon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Down Town,669,635089,487045,Maryland,Harper,Rock Town,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tompoe # 2,669,432819.9599,634566.5958,Rivercess,Norwein,Wheasayn,,,,0,0,0,0,0,3,750,0,0,0,0,750,0.3,0,0,0,1820.446853
Settlement,Golodee Lasannah,667,277354,739439,Bomi,Klay,Gorblah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gelema,667,374880,869373,Lofa,Kolahun,Hembeh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nekeba II,667,432787,901369,Lofa,Zorzor,Zeayeama,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kileaken,666,608889,571377,River Gee,Nyenawliken,Gedeken,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Kowai,665,472959,775542,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Benda,665,252310,792207,Grand Cape Mount,Porkpa,Seimavula,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Lowlay,664,548643,793492,Nimba,Twan River,Soelay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyeanyee,661,507719.4822,763173.2514,Nimba,Wee-Gbehyi-Mahn,Lowee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Saywon -2,661,490598,590041.309,Sinoe,Kulu Shaw Boe,Lower Kulu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bear -Bear Camp,660,417205,668452,Grand Bassa,District # 4,L A C Plantation,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Wiah Town,660,499717,584964,Sinoe,Plahn Nyarn,Upper Plahn,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Division 5 Camp 8,659,655471,504791,Maryland,Pleebo/Sodoken,Gedetarbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tengbein,659,508810,763355,Nimba,Wee-Gbehyi-Mahn,Borpea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Glay,658,622170,624016,Grand Gedeh,Konobo,Lower Gbillibo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpalla-Thompson/Esther Lincoln/Bassa/Vonzon-Moulton Corne,658,299803.7248,712258.4054,Montserra,St. Paul River,Kpalla,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gobah,658,340662,718355,Montserra,Todee,Fahn-Seh,,,,0,0,0,0,0,2,500,0,0,1,600,1100,0.3,0,0,0,2669.988718
Settlement,Jaytoken,658,634438,583740,River Gee,Potupo,Jaytoken,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Mecca,657,280684,771321,Grand Cape Mount,Golakonneh,Darblo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Managrordellah,657,291033,792164,Grand Cape Mount,Golakonneh,Mana,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 23,656,351633.125,710130.9766,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Headquarter (CVI),655,611346,623759,Grand Gedeh,Konobo,Lower Gbillibo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kpalla-Brisbane Road,654,301271.9186,710017.7976,Montserra,St. Paul River,Kpalla,,,,0,0,0,0,0,1,250,2,1000,1,600,1850,0.3,0,0,0,4490.435572
Settlement,Kollie-Ta,653,457236.7815,800909.9278,Bong,Zota,Zota,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Newaken(Wortaken City,651,618038,518930,Grand Kru,Trenbo,Newaken,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Plandialebo,651,507866.871,601047.737,Sinoe,Plahn Nyarn,Nyarn,,,,0,0,1,12500,12500,0,0,0,0,0,0,0,0.3,0,0,54024.27969,0
Settlement,Central,650,532454,781126,Nimba,Zoe-Gbao,Zoe,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Garzohn Old camp,649,416806,674124,Grand Bassa,District # 3,L A C Plantation,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bokay,648,359239,686773,Grand Bassa,Owensgrove,Giah,,,,1,2000,0,0,2000,2,500,0,0,0,0,500,0.3,0,0,8643.88475,1213.631236
Settlement,Nyeyama,648,326950,881732,Lofa,Vahun,Lower Gum,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Via,647,321494.6757,688450.8021,Margibi,Mambah Kaba,Scheiffelin Township,,,,0,0,0,0,0,9,2250,0,0,4,2400,4650,0.3,0,0,0,11286.77049
Settlement,Gbarteah,647,302510.3875,707388.5431,Montserra,St. Paul River,Gbarteah,,,,9,18000,3,37500,55500,102,25500,6,3000,69,41400,69900,0.3,0,0,239867.8018,169665.6467
Settlement,Division 42,645,350161.1719,699751.6797,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Garzon Reccess,645,342476.5867,708070.2862,Montserra,Careysburg,Kingsville Township,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Boba Junction,644,258472.0721,795792.6771,Grand Cape Mount,Porkpa,Kposo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Shankpowai I,642,482405.1174,790244.5958,Bong,Panta,Panta,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Monclay,642,346743.6094,691545.8672,Margibi,Mambah Kaba,Kpaye,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Division 1-Old Camp,642,647224,503318,Maryland,Pleebo/Sodoken,Gedetarbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Division # 17,641,338559.2768,709504.5491,Montserra,Careysburg,Kingsville Township,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbamaken # 1,640,641041,519593,Maryland,Karluway#2,Wlebo,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Nyennfueh,640,497386,582094,Sinoe,Plahn Nyarn,Lower Plahn,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyoanplay,639,560230,807310,Nimba,Gbehlay-Geh,Sango-Zao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Please Camp,639,559672,639269,Sinoe,Seekon,Voogbadee,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Garmoquelleh,637,437716,752548,Bong,Yeallequelleh,Yeanawoun,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sankarplay,637,530485,766044,Nimba,Boe & Quilla,Gosenter,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Mafliken,636,624879,540885,Maryland,Nyorken,Koyo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tuudin,636,489834,793385,Nimba,Meinpea-Mahn,Zehyee,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Tunukpuyee,635,499228,784299,Nimba,Meinpea-Mahn,Slappa,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Quoipa,634,484896,752461,Bong,Kpaai,Wolota,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Guo,634,472592.7682,699381.0186,Rivercess,Doedain,Bahr,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Druwar,633,645949,651215,Grand Gedeh,Konobo,Lower Gbardru,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bannah New Town,632,499524.7717,551648.1275,Sinoe,Kpayan,Worter,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Yallahun,631,355392,898953,Lofa,Kolahun,Hassala,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Dvision 13 Camp,631,344965.3698,705478.8088,Montserra,Careysburg,Kingsville Township,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Oneway,629,490576,592022,Sinoe,Kulu Shaw Boe,Lower Kulu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 4 Palm  Camp,628,650787,506522,Maryland,Pleebo/Sodoken,Gedetarbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Farwehnta,627,332002,782550,Gbarpolu,Bopolu,Bondi Man,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,King George,627,264097.1483,775457.7562,Grand Cape Mount,Golakonneh,Darblo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Passama,627,446204.6531,848854.3738,Lofa,Zorzor,Gizima,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Teahplay (Buyealay),627,567190.6859,745061.5449,Nimba,Buu-Yao,Ninkwea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,New Peelar,627,546085,805564,Nimba,Yarpea Mahn,Gbein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Selega,626,420964,929575,Lofa,Voinjama,Upper Workor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 34,626,358099.0521,714503.9175,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gblo/Bar,626,482221.3969,711322.7034,Rivercess,Doedain,Bahr,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Garyeazohn,626,425458.6629,613318.9346,Rivercess,Fen River,Garyea Zohn,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kamatahum???,625,374089.681,923279.8358,Lofa,Kolahun,Tahamba,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Buehplay,625,574164,756361,Nimba,Buu-Yao,Nyor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Boedrum,625,420719.6869,614478.802,Rivercess,Fen River,Guah Naway,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yonyee,624,536148,804090,Nimba,Yarpea Mahn,Gbein,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,U-La,623,473722,745337,Bong,Boinsen,Boinwein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Wakesu B,621,448376.839,882538.0805,Lofa,Zorzor,Zeayeama,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kpalla-Kulaken,621,300735.9641,710521.4657,Montserra,St. Paul River,Kpalla,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Tenge-Ta,620,396972,797620,Gbarpolu,Gounwolaila,Nwolaila,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Varguaye,620,283636,791857,Grand Cape Mount,Golakonneh,Mana,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Pundandu,618,369401,936306,Lofa,Foya,Waum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Zannah,618,343857.4101,742238.714,Montserra,Todee,Kpo,,,,1,2000,0,0,2000,2,500,0,0,0,0,500,0.3,0,0,8643.88475,1213.631236
Settlement,Sappinmah,616,337616,782767,Gbarpolu,Bopolu,Bondi Man,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Duside Village,615,338150.9063,701807.9219,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Fiaplay,614,538327,782048,Nimba,Gbor,Duobehyee,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Malamai,613,416393,926971,Lofa,Voinjama,Upper Workor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Blagbahn,612,405310,665572,Grand Bassa,Neekreen,Tubmanville,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Sarworlor,611,475258,783690,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Timba,611,315786,819105,Gbarpolu,Koninga,Zuie,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpassagizia,609,451849.7975,885968.6652,Lofa,Zorzor,Zeayeama,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Mesila,607,264796,749371,Grand Cape Mount,Garwula,Kiazolu 1A,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tojallah,607,575494,673485,Grand Gedeh,Gbao,Wromel,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nemiah (Wilsonville C,607,626030,497618,Grand Kru,Garraway,Upper Nimiah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Savalahun,607,373529,921401,Lofa,Kolahun,Tahamba,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Dorgbor,607,495339,663423,Nimba,Gbi & Dor,Telbawein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbajobu,606,326877,889848,Lofa,Vahun,Lower Gum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kornduma,603,367871,924435,Lofa,Foya,Luankollie,,,,0,0,1,12500,12500,0,0,0,0,1,600,600,0.3,0,0,54024.27969,1456.357483
Settlement,Zimidandai Town Hall,602,261945.6426,798939.2275,Grand Cape Mount,Porkpa,Kposo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Jacob Pue,602,435114.6716,631544.0837,Rivercess,Norwein,Wheasayn,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Down the Mogroove,602,496114.572,554487.6668,Sinoe,Greenville,Zone 2-Po River,,,,1,2000,0,0,2000,3,750,1,500,1,600,1850,0.3,0,0,8643.88475,4490.435572
Settlement,Tassah,601,467493,765630,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bombor Dasalamu,600,250079,799704,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,BollorQuelleh,600,365262.6347,742263.0271,Margibi,Kakata,Wiah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Borbor,599,300200,763396,Bomi,Senjeh,LowerToga,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Wessaitoken,599,647781,562386,River Gee,Tuobo,Nyentiabo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 29 Church,598,356838.7863,708331.9693,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Middle Town,598,633118,487909,Maryland,Harper,Fish  Town,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jacob Lorteh/ DC,597,363554,712345,Grand Bassa,District # 1,Mehwein,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,"Henriesville City,Fil",597,593523.4374,520901.989,Grand Kru,Barclayville,Gballakpo,,,,1,2000,0,0,2000,6,1500,0,0,1,600,2100,0.3,0,0,8643.88475,5097.251189
Settlement,Bardobozohn,597,437663.5083,609348.7525,Rivercess,Zarflahn,Boewein Toba,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Porkpa-ta B,596,384750.1505,808605.8164,Gbarpolu,Bokomu,Upper Bok,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kornorsue Tengia,596,357773,912914,Lofa,Foya,Tengia,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Subah,596,343766,722199,Montserra,Todee,Fahn-Seh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Ndambu,595,380907,908285,Lofa,Kolahun,Tahamba,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Tonwin,595,489049,796181,Nimba,Meinpea-Mahn,Zehyee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Neyanyarlah,594,440198.7513,762666.3061,Bong,Yeallequelleh,Yeanawoun,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Division 6,593,338504.6729,700515.082,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Malema Gorblah,592,281948,737659,Bomi,Klay,Gorblah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbloulay,592,553826.8631,762193.7362,Nimba,Buu-Yao,Yao-Kwahkerlah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Sembehum,590,242067,741965,Grand Cape Mount,Commonwealth,Lower Tombey,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Woloken #1,590,592457,544355,Grand Kru,Gee,Gissaken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yengama,590,355724,903384,Lofa,Kolahun,Hassala,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Saywonken,590,595377,581721,River Gee,Karforh,Woloken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyain I,589,411760,783199,Bong,Sanoyeah,Menquelle,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sadu Passia,589,370212,931313,Lofa,Foya,Luankollie,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gokai,588,425954,783479,Bong,Suakoko,Kpatawee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tahnplay,587,557568,766499,Nimba,Buu-Yao,Yao-Kwahkerlah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Kaylay,586,554862,733264,Nimba,Kparblee,Dubuzon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mende,585,340906,707683,Montserra,Careysburg,Kingsville Township,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbloulay,585,553573.6908,762003.857,Nimba,Buu-Yao,Yao-Kwahkerlah,,,,1,2000,0,0,2000,2,500,0,0,1,600,1100,0.3,0,0,8643.88475,2669.988718
Settlement,Ghanaglay,585,571312.0153,779281.1264,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tartuo,584,572946,770257,Nimba,Twan River,Loe-Gbao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyeanawon,582,440175,757222,Bong,Yeallequelleh,Yeanawoun,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tuglor,582,620774,646608,Grand Gedeh,Konobo,Upper Gbillibo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yegbedu,582,365077,910088,Lofa,Foya,Luankollie,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Division 28 Cubic Camp 1,581,352864.6974,711121.1927,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 19,581,345720.8397,712427.78,Montserra,Todee,Fahn-Seh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Fleedin,581,508375,754074,Nimba,Wee-Gbehyi-Mahn,Borpea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
